OBJECTID,poly_IncidentName,poly_FeatureCategory,poly_MapMethod,poly_GISAcres,poly_CreateDate,poly_DateCurrent,poly_PolygonDateTime,poly_Acres_AutoCalc,poly_GlobalID,poly_Source,irwin_ABCDMisc,irwin_ADSPermissionState,irwin_CalculatedAcres,irwin_ContainmentDateTime,irwin_ControlDateTime,irwin_DailyAcres,irwin_DiscoveryAcres,irwin_DispatchCenterID,irwin_EstimatedCostToDate,irwin_FFReportApprovedByTitle,irwin_FFReportApprovedByUnit,irwin_FFReportApprovedDate,irwin_FireBehaviorGeneral,irwin_FireBehaviorGeneral1,irwin_FireBehaviorGeneral2,irwin_FireBehaviorGeneral3,irwin_FireCause,irwin_FireCauseGeneral,irwin_FireCauseSpecific,irwin_FireCode,irwin_FireDepartmentID,irwin_FireDiscoveryDateTime,irwin_FireMgmtComplexity,irwin_FireOutDateTime,irwin_FSConfinePercent,irwin_FSFullSuppPercent,irwin_FSMonitorPercent,irwin_FSPointZonePercent,irwin_FSJobCode,irwin_FSOverrideCode,irwin_GACC,irwin_ICS209ReportDateTime,irwin_ICS209RForTimePeriodFrom,irwin_ICS209RForTimePeriodTo,irwin_ICS209ReportStatus,irwin_IncidentManagementOrg,irwin_IncidentName,irwin_IncidentShortDescription,irwin_IncidentTypeCategory,irwin_IncidentTypeKind,irwin_InitialLatitude,irwin_InitialLongitude,irwin_InitialResponseAcres,irwin_InitialResponseDateTime,irwin_IrwinID,irwin_IsFireCauseInvestigated,irwin_IsFireCodeRequested,irwin_IsFSAssisted,irwin_IsMultiJurisdictional,irwin_IsReimbursable,irwin_IsTrespass,irwin_IsUnifiedCommand,irwin_LocalIncidentIdentifier,irwin_PercentContained,irwin_PercentPerToBeContained,irwin_POOCity,irwin_POOCounty,irwin_POODispatchCenterID,irwin_POOFips,irwin_POOJurisdictionalAgency,irwin_POOJurisdictionalUnit,irwin_POOJurisdUnitParentUnit,irwin_POOLandownerCategory,irwin_POOLandownerKind,irwin_POOLegalDescPrinMeridian,irwin_POOLegalDescQtr,irwin_POOLegalDescQtrQtr,irwin_POOLegalDescRange,irwin_POOLegalDescSection,irwin_POOLegalDescTownship,irwin_POOPredServiceAreaID,irwin_POOProtectingAgency,irwin_POOProtectingUnit,irwin_POOState,irwin_PredominantFuelGroup,irwin_PredominantFuelModel,irwin_PrimaryFuelModel,irwin_SecondaryFuelModel,irwin_TotalIncidentPersonnel,irwin_UniqueFireIdentifier,irwin_WFDSSDecisionStatus,irwin_CreatedBySystem,irwin_ModifiedBySystem,irwin_IsDispatchComplete,irwin_OrganizationalAssessment,irwin_StratDecisionPublishDate,irwin_GlobalID,irwin_Source,irwin_ArchivedOn,irwin_ModifiedOnDateTime_dt,irwin_CreatedOnDateTime_dt,GlobalID,SHAPE_Length,SHAPE_Area
12553,MIDDLE FORK,Wildfire Daily Fire Perimeter,GPS-Walked,41.8953420934098,2021/07/14 20:41:17+00,2021/07/24 05:02:05+00,2021/07/15 00:39:43+00,41.8720288600855,{4D22E986-2D0D-4CB6-8F6B-4E0D8CCC219D},2021 NIFS,,CERTIFIED,,2021/07/16 00:59:59+00,2021/07/20 00:30:00+00,42,1,WYCDC,,,,2021/08/23 15:51:50+00,,,,,Natural,Lightning,,N5X7,,2021/07/14 19:39:00+00,,2021/07/20 00:30:00+00,,,,,PN,1522,RMCC,,,,,,MIDDLE FORK,,WF,FI,43.64547,-108.2015,75,2021/07/14 21:00:00+00,{0B422E66-AC6E-4B5E-AF41-71A1EB6788CB},,0,1,0,0,0,,000268,,,,Hot Springs,WYCDC,56017,C&L,,,Private,Private,,,,,,,RM03,C&L,WYHOX,US-WY,Grass-Shrub,GS2,,,,2021-WYHOX-000268,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/08/23 15:51:51+00,2021/07/14 20:41:08+00,{3F5168B7-54A1-43D5-A29F-93B7278A148A},0.0245849771533865,-1.89011165305895e-05
12554,Summit Trail,Wildfire Daily Fire Perimeter,Infrared Image,49554.0491962344,2021/09/14 13:03:15+00,2021/09/14 13:05:03+00,,49553.8587131434,{75A78CA9-732A-4EFB-9732-8565D1161108},2021 NIFS,,DEFAULT,49550.5976,2021/10/02 00:38:00+00,2021/11/09 00:26:00+00,49554,2,WACAC,58000000,,,,Minimal,Creeping,Smoldering,Short-range Spotting,Natural,,,N5TC,,2021/07/13 05:34:00+00,Type 5 Incident,,0,100,0,0,,1522,NWCC,2021/10/17 21:30:00+00,2021/10/16 21:30:00+00,2021/10/17 21:30:00+00,F,Type 4 IC,Summit Trail,17 miles West of Inchelium,WF,FI,48.10471,-118.5616,49554,,{BE99D67C-9EF1-4674-91E9-8F97B77EAFCC},,0,1,0,0,0,0,200087,100,100,Inchelium,Ferry,WACAC,53019,BIA,WACOA,,BIA,Federal,,,,,,,NW09,BIA,WACOA,US-WA,,,Timber (Grass and Understory),Closed Timber Litter,4,2021-WACOA-200087,Approved Decision,wildcad,wildcad,0,Type 2 Incident,2021/09/09 18:03:26+00,,IRWIN,,2021/12/08 16:15:23+00,2021/07/13 20:11:20+00,{1F7F3EDA-32B6-44BA-9B67-F8FD8F74137D},2.34491564973508,-0.0243484539533075
12555,Red Apple,Wildfire Daily Fire Perimeter,Infrared Image,12288.4652496329,2021/07/18 03:21:38+00,2021/07/18 22:42:35+00,,12278.9117073054,{E43624E4-98A5-4681-B4B5-6A39CB05FD37},2021 NIFS,,DEFAULT,12199.502,2021/07/26 02:11:00+00,2021/10/04 18:20:00+00,12288,30,WACWC,4300000,,,,Minimal,Smoldering,Creeping,Smoldering,Undetermined,,,N5WF,,2021/07/14 02:02:00+00,Type 4 Incident,2021/10/04 18:20:00+00,0,100,0,0,PN,1522,NWCC,2021/07/27 00:59:59+00,2021/07/26 03:00:00+00,2021/07/27 00:59:59+00,F,Type 4 IC,RED APPLE,"In the towns of Wenatchee and Monitor, WA. Within city limits.",WF,FI,47.51609,-120.4207,30,,{92D4F8DB-DB86-418A-90C7-B501918715EA},,0,1,0,0,0,0,000360,100,100,,Chelan,WACWC,53007,,,,Private,Private,Willamette,SE,SW,19,2,23,NW05,DNR,WASES,US-WA,,,Tall Grass (2.5 feet),Brush (2 feet),29,2021-WASES-000360,Approved Decision,wildcad,wildcad,0,Type 1 Incident,2021/07/15 00:43:27+00,,IRWIN,,2021/10/04 18:29:32+00,2021/07/14 02:20:17+00,{FC21F808-B051-46D9-BECE-CC976C7E5129},0.626297950305204,-0.00593420891678675
12556,Buckhorn,Wildfire Daily Fire Perimeter,Hand Sketch,0.1,2021/06/17 18:06:02+00,2021/07/15 17:39:02+00,2021/06/17 22:50:00+00,24.6221135531403,{78E0AAD0-13F5-496A-80DC-E4D9A3C43E83},2021 NIFS,,DEFAULT,,2021/06/23 16:11:00+00,2021/06/28 00:59:59+00,15,0.1,AZPHC,,,,,,,,,Natural,Lightning,,N23X,,2021/06/17 17:50:00+00,,2021/06/30 00:59:59+00,,,,,PA,1522,SWCC,,,,,,Buckhorn,,WF,FI,33.55771,-109.6231,30,2021/06/17 18:42:00+00,{3039A001-7703-400C-9753-41F6FD65CB2B},,0,1,0,0,1,,001470,,,,Graham,AZPHC,04009,BIA,AZSCA,,BIA,Federal,,,,,,,SW08,BIA,AZSCA,US-AZ,Timber,TU5,,,,2021-AZSCA-001470,No Decision,wildcad,wildcad,0,,,,IRWIN,,2021/08/22 16:00:10+00,2021/06/17 18:05:48+00,{980FF94A-863E-4BF0-B117-15F744B7005B},0.0146428985283118,-9.67782620225655e-06
12557,Lost,Wildfire Daily Fire Perimeter,GPS-Walked,100.782449460937,2021/07/20 18:42:29+00,2021/08/20 22:53:23+00,2021/07/17 17:13:00+00,100.782069252425,{B45DE0C3-FBD5-44FD-A3AB-539E6CE95951},2021 NIFS,,FIREREPORTING,104.2761,2021/07/19 00:42:00+00,2021/08/20 17:00:00+00,106,0.3,CASQCC,500000,,,,Minimal,Smoldering,Creeping,Short-range Spotting,Natural,Lightning,,N5HY,,2021/07/10 14:54:00+00,Type 5 Incident,2021/10/25 21:59:59+00,100,0,0,0,,,OSCC,2021/08/20 16:44:59+00,2021/08/07 00:59:59+00,2021/08/20 16:44:59+00,F,Type 5 IC,Lost,"Tehipite Valley, 11 nm Northwest of Cedar Grove",WF,FI,36.92052,-118.7071,0.25,2021/07/16 18:17:59+00,{97EBB2D0-CA38-4CC1-B4C9-9C249D93B4A3},,0,1,0,0,0,0,000053,100,100,,Fresno,CASQCC,06019,NPS,CAKNP,,NPS,Federal,,,,,,,SC03,NPS,CAKNP,US-CA,Grass-Shrub,GS2,Timber (Grass and Understory),Timber (Grass and Understory),0,2021-CAKNP-000053,Approved Decision,wildcad,INFORM_Inspector,0,Type 5 Incident,2021/07/30 23:11:57+00,,IRWIN,,2021/11/02 17:27:56+00,2021/07/10 18:18:14+00,{53363E93-AC02-48E1-8DD7-A030BDA154B3},0.0586743087377071,-4.12460799457765e-05
12558,N. Randeen ditch,Wildfire Daily Fire Perimeter,GPS-Walked/Driven,1,2021/07/11 21:23:33+00,2021/07/15 18:56:04+00,2021/07/12 01:41:16+00,0.217346971957015,{E73F1D2F-5A32-4E44-84B2-F579D2631C48},2021 NIFS,,DEFAULT,0.22,,2021/07/11 23:00:00+00,0.2,1,MNMNCC,,,,,,,,,Undetermined,Undetermined,,N5L3,,2021/07/11 20:41:16+00,,2021/07/12 15:59:59+00,,,,,,,EACC,,,,,,N. Randeen Ditch,,WF,FI,,,,2021/07/11 20:50:00+00,{B3D96570-3D52-4081-9474-DDF060843405},,0,,,,,,121192,,,,Marshall,MNMNCC,27089,,,,Private,Private,,,,,,,EA01,DNR,MNMNS,US-MN,Brush,SH2,,,,2021-MNMNS-121192,No Decision,INFORM_Inspector,INFORM_Inspector,0,,,,IRWIN,,2021/07/15 18:56:07+00,2021/07/11 21:23:17+00,{146D3392-1CFB-42C1-AFFF-6EABB94D1A22},0.00158572251911273,-1.07056811027955e-07
12559,Charlie - Rosebud,Wildfire Daily Fire Perimeter,GPS-Walked/Driven,,2021/08/03 14:48:20+00,2021/08/03 14:48:20+00,,1.25306001060359,{8FFDBF7F-6657-481E-91E8-EBDE1D4D0921},FFP,,CERTIFIED,,2021/07/05 22:55:00+00,2021/07/05 22:55:00+00,1.3,1.5,MTMCC,,,,2021/08/03 14:48:14+00,,,,,Natural,Lightning,,,29099,2021/07/05 20:15:30+00,,2021/08/03 14:00:00+00,,,,,,,NRCC,,,,,,Charlie - Rosebud,,WF,FI,46.03201,-106.5361,,,{C2C2AAE2-C146-4C57-A380-E8160E8C2B9C},,0,0,0,0,0,,000237,,,,Rosebud,MTMCC,30087,C&L,MTLG29,,Private,Private,,,,,,,NR14,C&L,MTLG29,US-MT,Grass,GR2,,,,2021-MTLG29-000237,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/08/03 14:48:16+00,2021/07/05 20:20:59+00,{9EC97945-8AAA-4B32-A98B-3E152BDB7D4B},0.00388998046175781,-5.89287710710048e-07
12560,Coal,Wildfire Daily Fire Perimeter,GPS-Walked/Driven,,2021/07/15 18:59:21+00,2021/07/15 19:18:54+00,,37.3818584152228,{342E17D5-63B3-45E5-BAEC-FE6039426FFC},2021 NIFS,,DEFAULT,,2021/07/05 16:20:00+00,2021/07/05 16:20:00+00,37.4,15,MTMCC,,,,,,,,,Natural,Lightning,,N4TQ,29099,2021/07/05 00:49:59+00,,2021/08/02 14:00:00+00,,,,,PN,1522,NRCC,,,,,,Coal,,WF,FI,45.95509,-106.6602,,,{FEEB5455-CD74-4501-BC32-B475894FB2BB},,0,1,0,0,0,,000221,,,,Rosebud,MTMCC,30087,C&L,MTLG29,,Private,Private,,,,,,,NR14,C&L,MTLG29,US-MT,Grass,GR1,,,,2021-MTLG29-000221,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/08/02 21:54:53+00,2021/07/05 01:36:31+00,{11D55AD3-C004-44BC-823E-338B0A895B32},0.0210318563709658,-1.75516250049297e-05
12561,Delta - Rosebud,Wildfire Daily Fire Perimeter,GPS-Walked/Driven,,2021/08/03 16:34:24+00,2021/08/03 16:34:24+00,,0.0586130727641895,{294CDE6F-0013-4456-B7E8-EFCE371F4171},FFP,,CERTIFIED,,2021/07/07 02:58:59+00,2021/07/07 02:58:59+00,0.1,0.1,MTMCC,,,,2021/08/03 16:34:23+00,,,,,Natural,Lightning,,,29099,2021/07/07 02:34:06+00,,2021/07/07 02:58:59+00,,,,,,,NRCC,,,,,,Delta - Rosebud,,WF,FI,46.0212,-106.889733,0.9,,{2F55685A-E215-405E-BECC-84464DFB7480},,0,1,0,0,0,,000249,,,,Rosebud,MTMCC,30087,C&L,,,Private,Private,,,,,,,NR14,C&L,MTLG29,US-MT,Grass,GR2,,,,2021-MTLG29-000249,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/08/03 16:34:23+00,2021/07/07 02:36:48+00,{65683D74-AF32-4804-9D36-31D60E86304B},0.000886737375895695,-2.75577054671061e-08
12562,Coal 2 - Rosebud,Wildfire Daily Fire Perimeter,GPS-Walked/Driven,,2021/08/03 17:04:35+00,2021/08/03 17:04:35+00,,10.2433446738771,{D4EA9D15-8BAF-4D28-9653-AEC43301E28B},FFP,,CERTIFIED,,2021/07/06 05:00:00+00,2021/07/06 05:00:00+00,10.2,10.2,MTMCC,,,,2021/08/03 17:04:32+00,,,,,Human,Other Human Cause,Fireworks (Consumer or Personal Use),,29099,2021/07/06 00:40:00+00,,2021/07/06 05:00:00+00,,,,,,,NRCC,,,,,,Coal 2 - Rosebud,,WF,FI,45.94272,-106.6504,,,{515AA27F-8D07-4F81-835F-FB688087EA0B},,0,0,0,0,0,,000253,,,,Rosebud,MTMCC,30087,C&L,MTLG29,,Private,Private,,,,,,,NR14,C&L,MTLG29,US-MT,Grass,GR1,,,,2021-MTLG29-000253,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/08/03 17:04:33+00,2021/07/07 19:43:47+00,{7E9F80D0-5707-472E-A48C-97DBA414FFF3},0.0210673315515652,-4.80959514210981e-06
12563,Foxtrot - Rosebud,Wildfire Daily Fire Perimeter,GPS-Walked/Driven,58.2,2021/08/03 21:54:25+00,2021/08/03 21:54:25+00,,58.2109168101382,{602DC325-3CB0-47E7-81C0-C425A1834382},FFP,,CERTIFIED,,2021/07/14 21:43:00+00,2021/07/14 21:43:00+00,58.2,58.2,MTMCC,,,,2021/08/03 21:54:22+00,,,,,Natural,Lightning,,,29099,2021/07/14 20:18:59+00,,2021/08/03 14:00:00+00,,,,,,,NRCC,,,,,,Foxtrot - Rosebud,,WF,FI,45.88606,-106.575,,,{51D066C4-534C-4DAB-9C50-826D9B6CA3DC},,0,0,0,0,0,,000299,,,,Rosebud,MTMCC,30087,DNRC,MTEAS,,State,Other,,,,,,,NR14,C&L,MTLG29,US-MT,Grass,GR2,,,,2021-MTLG29-000299,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/08/03 21:54:22+00,2021/07/14 21:43:40+00,{1EC03313-F406-40DD-A725-B8E6AD9E3BCF},0.0224502793718811,-2.7305512759409e-05
12564,Valdez - Rosebud,Wildfire Daily Fire Perimeter,GPS-Walked/Driven,,2021/08/03 16:34:06+00,2021/08/03 16:34:06+00,,1.31783802995322,{595C706D-BF3E-4A56-B8B4-C34FAFDE199D},FFP,,CERTIFIED,,2021/07/05 15:59:59+00,2021/07/05 15:59:59+00,1.3,1.3,MTMCC,,,,2021/08/03 16:34:05+00,,,,,Natural,Lightning,,,29099,2021/07/05 01:57:26+00,,2021/08/02 14:00:00+00,,,,,,,NRCC,,,,,,Valdez - Rosebud,,WF,FI,46.01502,-106.6577,,,{1E2D8994-67EF-4070-8940-9906AFBCCBD0},,0,0,0,0,0,,000224,,,,Rosebud,MTMCC,30087,DNRC,MTEAS,,State,Other,,,,,,,NR14,C&L,MTLG29,US-MT,Grass,GR1,,,,2021-MTLG29-000224,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/08/03 16:34:05+00,2021/07/05 17:10:54+00,{D54F8F00-CC5E-4365-A666-B7B0359AC2BD},0.00340657863048954,-6.19087672172178e-07
12565,Gumbo - Rosebud,Wildfire Daily Fire Perimeter,GPS-Walked/Driven,,2021/08/27 21:18:50+00,2021/08/27 21:18:50+00,,80.9244319205834,{22672286-42C4-4527-B3B9-F2C78E6178A0},FFP,,CERTIFIED,,2021/07/14 00:00:00+00,2021/07/14 00:00:00+00,80.9,5,MTMCC,,,,2021/08/27 21:18:48+00,,,,,Natural,Lightning,,,29099,2021/07/13 21:52:59+00,,2021/07/14 00:00:00+00,,,,,,,NRCC,,,,,,Gumbo - Rosebud,,WF,FI,46.86736,-106.9206,,,{AAEC2B44-F3A9-4E03-A06D-6731F799DCE2},,0,0,0,0,0,,000294,,,,Rosebud,MTMCC,30087,C&L,MTLG29,,Private,Private,,,,,,,NR13,C&L,MTLG29,US-MT,Grass,GR2,,,,2021-MTLG29-000294,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/08/27 21:18:48+00,2021/07/15 19:40:26+00,{D058D35B-835B-43BB-8834-AA7347072117},0.0300079135850252,-3.86238096796866e-05
12566,Scenic State Park Fire,Wildfire Daily Fire Perimeter,Hand Sketch,5,2021/06/17 15:33:20+00,2021/07/15 20:27:20+00,2021/06/17 19:11:11+00,3.10914014443084,{A2471733-0AFE-457C-87AB-320C9248EDE8},2021 NIFS,,DEFAULT,3.11,2021/06/17 23:00:00+00,2021/06/18 17:00:00+00,3.1,5,MNMNCC,,,,,,,,,Natural,Lightning,,N23Y,,2021/06/17 14:11:11+00,,2021/07/08 18:59:59+00,,,,,,,EACC,,,,,,Scenic State Park Fire,,WF,FI,,,,2021/06/17 14:12:09+00,{0D811BF8-2410-4AE0-BE06-9564A9A6AFA5},,0,1,,,,,221030,,,,Itasca,MNMNCC,27061,DNR,MNMNS,,State,Other,,,,,,,EA01,DNR,MNMNS,US-MN,Timber,TU5,,,,2021-MNMNS-221030,No Decision,INFORM_Inspector,INFORM_Inspector,0,,,,IRWIN,,2021/07/15 20:28:04+00,2021/06/17 15:33:15+00,{179D0306-0A22-4B6A-9E7C-B516E8BF3D65},0.00671639855276694,-1.50878085985115e-06
12567,Clay,Wildfire Daily Fire Perimeter,GPS-Walked,0.00117707,2021/08/10 18:51:12+00,2021/08/10 18:51:12+00,,0.00117771355515228,{870D75C1-0E84-4359-AEA6-86727FA08994},FFP,,CERTIFIED,,2021/07/15 02:55:00+00,2021/07/15 17:41:00+00,0.1,1,UTNUC,,,,2021/08/10 18:51:06+00,,,,,Natural,Lightning,,N5ZA,,2021/07/15 00:57:00+00,,2021/07/27 21:59:59+00,,,,,PD,1522,GBCC,,,,,,Clay,,WF,FI,40.59244,-112.5938,0.1,2021/07/15 01:02:59+00,{D916347B-E30C-47FA-A652-A68DFE779CF2},,0,1,0,0,0,,000526,,,,Utah,UTNUC,49049,BLM,UTSLD,,BLM,Federal,,,,,,,GB25,BLM,UTSLD,US-UT,Grass-Shrub,GS2,,,,2021-UTSLD-000526,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/08/10 18:51:09+00,2021/07/15 01:03:31+00,{36E7FB82-1AAD-4F37-9325-FACDBCB1C532},9.74336927899613e-05,-5.04671664081036e-10
12568,Beaton basin ,Wildfire Daily Fire Perimeter,GPS-Walked,,2021/07/16 14:30:48+00,2021/07/16 16:07:28+00,2021/07/16 14:00:00+00,2.22927598061937,{4180A990-A6B5-4E62-B40D-D5A2364F906C},2021 NIFS,,CERTIFIED,0.1,2021/07/15 23:09:00+00,2021/07/16 17:50:00+00,2.62,0.1,WYCPC,,,,2021/07/23 17:56:11+00,,,,,Natural,Lightning,,N50J,,2021/07/15 18:42:00+00,,2021/07/23 17:00:00+00,,,,,PD,1522,RMCC,,,,,,BEATON BASIN,,WF,FI,43.45148,-107.1098,,2021/07/15 18:49:59+00,{0F74C32B-9A0F-4FDF-AE8E-D42C55CC743C},,0,1,0,0,0,,210375,,,,Natrona,WYCPC,56025,BLM,WYCAD,,BLM,Federal,,,,,,,RM04,BLM,WYCAD,US-WY,Timber,TU4,,,,2021-WYCAD-210375,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/07/23 17:56:11+00,2021/07/15 19:47:27+00,{BEEA6399-9D0F-4FB5-9D78-0E8766ED58E8},0.0061589056063994,-1.00323402229772e-06
12569,142102,Wildfire Daily Fire Perimeter,Hand Sketch,0.1,2021/06/06 23:19:02+00,2021/07/16 16:27:36+00,2021/06/07 03:30:10+00,1.0161418417645,{0B40E2FE-72FE-4150-ACD9-126A93ED9CC8},2021 NIFS,,DEFAULT,,2021/06/06 23:08:18+00,2021/06/06 23:08:18+00,0.5,0.1,MNMNCC,,,,,,,,,Human,Other Human Cause,"Other, Unknown",,,2021/06/06 22:30:09+00,,2021/06/11 19:44:59+00,,,,,,,EACC,,,,,,142102,,WF,FI,,,,2021/06/06 22:40:19+00,{FDC1934E-5411-4513-B8D9-BF7D67074867},0,0,,,,,,142102,,,,Crow Wing,MNMNCC,27035,,,,Private,Private,,,,,,,EA03,DNR,MNMNS,US-MN,Grass-Shrub,GS2,,,,2021-MNMNS-142102,No Decision,INFORM_Inspector,INFORM_Inspector,0,,,,IRWIN,,2021/10/26 19:33:58+00,2021/06/06 23:18:57+00,{38A0FA1A-1F08-4B00-9127-67B6CE63BF3A},0.00397087791206145,-4.80233831822921e-07
12570,JELLY,Wildfire Daily Fire Perimeter,Hand Sketch,0.1,2021/07/04 06:01:02+00,2021/07/16 16:47:20+00,2021/07/04 10:57:24+00,0.384255921148486,{6C28CC3E-6F62-4820-821D-D005F6631D3C},2021 NIFS,,DEFAULT,,,,1.7,0.1,CARICC,,,,,,,,,Human,Equipment,Motor Vehicle,N52T,,2021/07/04 05:57:24+00,,2021/07/06 03:10:00+00,,,,,,,ONCC,,,,,,JELLY,,WF,FI,40.400278,-122.144444,,2021/07/04 06:01:59+00,{2EA7144D-AC4F-478A-A31F-EE67697A27C7},1,0,,,,,,006872,,,,Shasta,CARICC,06089,BLM,CANOD,,BLM,Federal,,,,,,,NC05,,CASHU,US-CA,Grass-Shrub,GS2,,,,2021-CASHU-006872,No Decision,cfcad,INFORM_Inspector,0,,,,IRWIN,,2021/07/16 16:42:49+00,2021/07/04 06:00:52+00,{AFC7D620-75E3-4694-9D05-06C8042A5C27},0.00175652355046523,-1.64954344373386e-07
12571,Elbow Creek,Wildfire Daily Fire Perimeter,Mixed Methods,22960,2021/07/15 21:47:47+00,2021/07/31 15:14:14+00,2021/07/27 08:56:00+00,22959.1415246829,{C0B97FC8-42EA-4E43-A77C-6EEFEDE78845},2021 NIFS,,FIREREPORTING,22358.8073,2021/09/24 17:29:59+00,,22960,1,ORBMC,24425000,,,2021/11/15 21:12:27+00,Minimal,Smoldering,Smoldering,Creeping,Undetermined,Undetermined,,N509,,2021/07/15 21:32:00+00,Type 4 Incident,,0,100,0,0,P6,0614,NWCC,2021/09/26 21:30:00+00,2021/09/26 21:14:59+00,2021/09/26 21:30:00+00,F,Type 4 IC,Elbow Creek,"Elbow Creek Area, 31 Miles SE of Walla Walla, WA",WF,FI,45.88137,-117.6349,100,2021/07/15 21:33:59+00,{0B057553-E517-47D3-8981-2FCD4D069DEB},,0,1,0,0,0,0,000745,100,100,,Wallowa,ORBMC,41063,FS,ORUMF,,USFS,Federal,,,,,,,NW11,FS,ORUMF,US-OR,Timber,TU2,Timber (Litter and Understory),Timber (Grass and Understory),12,2021-ORUMF-000745,Approved Decision,wildcad,INFORM_Inspector,0,Type 4 Incident,2021/08/13 22:17:38+00,,IRWIN,,2021/11/16 19:45:25+00,2021/07/15 21:47:39+00,{63D6EEDC-031E-40E0-8BC2-EC80EE675650},1.16541059648397,-0.0107660808763546
12572,LITTLE,Wildfire Daily Fire Perimeter,Hand Sketch,,2021/07/16 17:19:21+00,2021/07/16 17:19:21+00,,10.7332835598446,{9ED958B9-3A0B-41FB-ACA3-65DA3A936C3C},2021 NIFS,,DEFAULT,,2021/07/04 01:50:59+00,2021/07/04 07:01:00+00,10.8,0.1,CARICC,,,,,,,,,Human,Firearms/Weapons,Ammunition,N4P3,,2021/07/04 01:00:59+00,,2021/07/07 02:31:00+00,,,,,PN,1522,ONCC,,,,,,LITTLE,,WF,FI,40.641267,-122.45775,,2021/07/04 01:08:00+00,{F9C44EDF-E551-4BBE-90D3-28472E920E36},1,0,0,0,0,0,,006860,,,,Shasta,CARICC,06089,BLM,CANOD,,BLM,Federal,,,,,,,NC05,,CASHU,US-CA,Grass-Shrub,GS1,,,,2021-CASHU-006860,No Decision,cfcad,INFORM_Inspector,0,,,,IRWIN,,2021/07/16 17:19:22+00,2021/07/04 01:04:46+00,{A3473ACD-A92F-4742-8DCE-3225E74E16E0},0.0103847716727581,-4.62415723936355e-06
12573,HAY CREEK,Wildfire Daily Fire Perimeter,GPS-Walked,0.72476728,2021/07/17 16:45:26+00,2021/07/17 16:45:26+00,2021/07/16 21:24:16+00,0.724764582192739,{496A70E5-8254-42EE-BCB1-16F16C9AE5EC},FFP,,CERTIFIED,,2021/07/16 17:02:00+00,2021/07/16 17:10:00+00,0.72,1,WYCPC,,,,2021/07/17 16:45:23+00,,,,,Human,Other Human Cause,,N521,,2021/07/16 16:24:00+00,,,,,,,PN,1522,RMCC,,,,,,HAY CREEK,,WF,FI,43.72853,-105.5674,1,,{DE31387A-A1F3-4517-9FAD-21FE8633B66C},,0,1,0,0,0,,210378,,,,Campbell,WYCPC,56005,,,,Private,Private,,,,,,,RM09,C&L,WYCMX,US-WY,Grass-Shrub,GS2,,,,2021-WYCMX-210378,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/07/17 16:45:23+00,2021/07/16 17:13:15+00,{6E387117-3172-438A-99CF-959C53FF985C},0.00369360361603761,-3.27592265659189e-07
12574,Feather,Wildfire Daily Fire Perimeter,Auto-generated,1,2021/07/02 23:43:33+00,2021/07/19 13:25:30+00,2021/07/02 03:00:00+00,0.0410003843904275,{3531908E-38E0-4093-808E-9BCF731F33D4},2021 NIFS,EK1M,CERTIFIED,,2021/07/01 23:35:00+00,2021/07/02 20:10:00+00,0.1,1,IDSCC,,,,,,,,,Natural,Lightning,,,,2021/07/01 21:59:59+00,,2021/07/02 20:10:00+00,,,,,P4,0414,GBCC,,,,,,Feather,,WF,FI,43.61633,-115.2358,0.1,2021/07/01 23:35:00+00,{B6C0A83E-5205-4420-85B3-8D57F14DAB79},,0,1,0,0,0,,000160,,,,Elmore,IDSCC,16039,FS,IDSTF,,USFS,Federal,,,,,,,GB05,FS,IDSTF,US-ID,Grass-Shrub,GS2,,,,2021-IDSTF-000160,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/09/29 14:04:59+00,2021/07/02 23:43:19+00,{DCE1C8D1-DD0A-44DD-AFF1-625AA0656F35},0.00055856844078063,-1.85007189460005e-08
